@relation 'Metro_Interstate_Traffic_Volume_final-weka.filters.unsupervised.attribute.Remove-R6,8-11-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute holiday {'New Years Day',None,'Martin Luther King Jr Day','Washingtons Birthday','Memorial Day','Independence Day','State Fair','Labor Day'}
@attribute temp numeric
@attribute rain_1h numeric
@attribute snow_1h numeric
@attribute clouds_all numeric
@attribute weather_description {'sky is clear',mist,'broken clouds','overcast clouds','light snow',haze,'scattered clouds','few clouds','light intensity drizzle',fog,snow,'heavy snow','proximity thunderstorm','shower drizzle','light rain',drizzle,'moderate rain','thunderstorm with light drizzle','proximity shower rain','light shower snow',thunderstorm,sleet,'Sky is Clear','thunderstorm with light rain','proximity thunderstorm with rain','thunderstorm with heavy rain','heavy intensity rain','thunderstorm with rain','heavy intensity drizzle',smoke,'light intensity shower rain','proximity thunderstorm with drizzle'}
@attribute hour numeric
@attribute traffic_volume numeric

@data
None,0.775837,0,0,0.978261,'heavy intensity rain',0.782609,4621
None,0.772662,0,0,0.815217,'broken clouds',0.826087,3555
None,0.768376,0,0,0.815217,'broken clouds',0.869565,2788
None,0.755199,0,0,0.815217,'broken clouds',0.913043,2612
None,0.74361,0,0,0.01087,'sky is clear',0.956522,1932
None,0.725829,0,0,0.978261,mist,1,1233
None,0.717733,0,0,0.978261,mist,0,695
None,0.707096,0,0,0.01087,mist,0.043478,382
None,0.707096,0,0,0.01087,fog,0.043478,382
None,0.707096,0,0,0.01087,haze,0.043478,382
None,0.699794,0,0,0.01087,mist,0.086957,307
None,0.699794,0,0,0.01087,fog,0.086957,307
None,0.699794,0,0,0.01087,haze,0.086957,307
None,0.704239,0,0,0.01087,mist,0.130435,343
None,0.704239,0,0,0.01087,fog,0.130435,343
None,0.704239,0,0,0.01087,haze,0.130435,343
None,0.694396,0,0,0.978261,mist,0.173913,922
None,0.694396,0,0,0.978261,fog,0.173913,922
None,0.694396,0,0,0.978261,haze,0.173913,922
None,0.69519,0,0,0.217391,mist,0.217391,3013
None,0.69519,0,0,0.217391,fog,0.217391,3013
None,0.69519,0,0,0.217391,haze,0.217391,3013
None,0.692173,0,0,0.217391,fog,0.26087,6007
None,0.692173,0,0,0.217391,mist,0.26087,6007
None,0.692173,0,0,0.217391,haze,0.26087,6007
None,0.697571,0,0,0.978261,fog,0.304348,6420
None,0.697571,0,0,0.978261,mist,0.304348,6420
None,0.697571,0,0,0.978261,haze,0.304348,6420
None,0.70916,0,0,0.978261,fog,0.347826,5912
None,0.70916,0,0,0.978261,mist,0.347826,5912
None,0.70916,0,0,0.978261,haze,0.347826,5912
None,0.719956,0,0,0.434783,mist,0.391304,5313
None,0.719956,0,0,0.434783,haze,0.391304,5313
None,0.758533,0,0,0.434783,mist,0.434783,4734
None,0.789173,0,0,0.434783,'scattered clouds',0.478261,5008
None,0.819178,0,0,0.434783,'scattered clouds',0.521739,5031
None,0.831084,0,0,0.434783,'scattered clouds',0.565217,5199
None,0.845849,0,0,0.815217,'broken clouds',0.608696,5407
None,0.851564,0,0,0.815217,'broken clouds',0.652174,5950
None,0.861565,0,0,0.815217,'broken clouds',0.695652,6860
None,0.867439,0,0,0.815217,'broken clouds',0.73913,6358
None,0.866328,0,0,0.434783,'scattered clouds',0.782609,5042
None,0.860454,0,0,0.434783,'scattered clouds',0.826087,3671
None,0.843626,0,0,0.434783,'scattered clouds',0.869565,3037
None,0.820289,0,0,0.217391,'few clouds',0.913043,3102
None,0.789649,0,0,0.054348,'sky is clear',0.956522,2222
None,0.765201,0,0,0.01087,'sky is clear',1,1446
None,0.749325,0,0,0.01087,'sky is clear',0,786
None,0.732497,0,0,0.01087,'sky is clear',0.043478,497
None,0.716622,0,0,0.01087,'sky is clear',0.086957,346
None,0.70408,0,0,0.01087,'sky is clear',0.130435,395
None,0.699635,0,0,0.01087,'sky is clear',0.173913,872
None,0.694396,0,0,0.01087,'sky is clear',0.217391,2965
None,0.696301,0,0,0.815217,'broken clouds',0.26087,5345
None,0.698365,0,0,0.978261,'overcast clouds',0.304348,6658
None,0.699635,0,0,0.978261,mist,0.347826,5639
None,0.693285,0,0,0.978261,'overcast clouds',0.391304,5132
None,0.711224,0,0,0.434783,'scattered clouds',0.434783,4739
None,0.728052,0,0,0.434783,'scattered clouds',0.478261,5043
None,0.758533,0,0,0.434783,'scattered clouds',0.521739,5387
None,0.77679,0,0,0.815217,'broken clouds',0.565217,5381
None,0.797111,0,0,0.815217,'broken clouds',0.608696,5742
None,0.812986,0,0,0.815217,'broken clouds',0.652174,6352
None,0.823464,0,0,0.434783,'scattered clouds',0.695652,6860
None,0.8214,0,0,0.815217,'broken clouds',0.73913,5983
None,0.822035,0,0,0.815217,'broken clouds',0.782609,4926
None,0.809494,0,0,0.434783,'scattered clouds',0.826087,3804
None,0.796158,0,0,0.434783,'scattered clouds',0.869565,3446
None,0.769963,0,0,0.217391,'few clouds',0.913043,3519
None,0.742816,0,0,0.054348,'sky is clear',0.956522,2865
None,0.722337,0,0,0.01087,'sky is clear',1,2218
None,0.703127,0,0,0.01087,'sky is clear',0,1601
None,0.686141,0,0,0.01087,'sky is clear',0.043478,830
None,0.665661,0,0,0.01087,'sky is clear',0.130435,446
None,0.666773,0,0,0.01087,thunderstorm,0.173913,424
None,0.667566,0,0,0.978261,'overcast clouds',0.217391,746
None,0.6582,0,0,0.978261,'overcast clouds',0.26087,1385
None,0.654072,0,0,0.978261,'overcast clouds',0.304348,1928
None,0.648674,0,0,0.978261,mist,0.347826,2730
None,0.651849,0,0,0.978261,'light rain',0.391304,3707
None,0.651849,0,0,0.978261,drizzle,0.391304,3707
None,0.661375,0,0,0.978261,'light rain',0.434783,3864
None,0.665502,0,0,0.978261,'heavy intensity rain',0.478261,4260
None,0.665502,0,0,0.978261,drizzle,0.478261,4260
None,0.662645,0,0,0.978261,'heavy intensity rain',0.521739,4671
None,0.662645,0,0,0.978261,mist,0.521739,4671
None,0.662645,0,0,0.978261,'proximity thunderstorm with rain',0.521739,4671
None,0.663121,0,0,0.978261,'heavy intensity rain',0.565217,4741
None,0.663121,0,0,0.978261,mist,0.565217,4741
None,0.663121,0,0,0.978261,'heavy intensity drizzle',0.565217,4741
None,0.665502,0,0,0.978261,'moderate rain',0.608696,4896
None,0.665502,0,0,0.978261,mist,0.608696,4896
None,0.665502,0,0,0.978261,'light intensity drizzle',0.608696,4896
None,0.672329,0,0,0.978261,'moderate rain',0.652174,4509
None,0.672329,0,0,0.978261,'light intensity drizzle',0.652174,4509
None,0.690586,0,0,0.978261,'moderate rain',0.695652,4560
None,0.690586,0,0,0.978261,mist,0.695652,4560
None,0.711224,0,0,0.978261,'light rain',0.73913,4221
None,0.711224,0,0,0.978261,mist,0.73913,4221
None,0.711224,0,0,0.978261,'light intensity drizzle',0.73913,4221
None,0.725988,0,0,0.434783,'light rain',0.782609,4013
None,0.732497,0,0,0.815217,mist,0.826087,3480
None,0.717574,0,0,0.978261,'overcast clouds',0.869565,3074
None,0.70281,0,0,0.978261,'light rain',0.913043,2905
None,0.69011,0,0,0.054348,'heavy intensity rain',0.956522,2808
None,0.69011,0,0,0.054348,mist,0.956522,2808
None,0.679473,0,0,0.01087,'light rain',1,2103
None,0.661534,0,0,0.434783,'scattered clouds',0,1516
None,0.640737,0,0,0.01087,'sky is clear',0.043478,905
None,0.63391,0,0,0.815217,'broken clouds',0.086957,647
None,0.633593,0,0,0.978261,'overcast clouds',0.130435,477
None,0.638197,0,0,0.434783,'scattered clouds',0.173913,419
None,0.639467,0,0,0.434783,'scattered clouds',0.217391,643
None,0.639467,0,0,0.978261,'overcast clouds',0.26087,1103
None,0.640578,0,0,0.978261,'overcast clouds',0.304348,1519
None,0.637244,0,0,0.978261,'overcast clouds',0.347826,2380
None,0.64407,0,0,0.978261,'overcast clouds',0.391304,3350
None,0.649786,0,0,0.978261,'overcast clouds',0.434783,3820
None,0.655183,0,0,0.978261,'overcast clouds',0.478261,4453
None,0.658835,0,0,0.978261,'overcast clouds',0.521739,4858
None,0.666773,0,0,0.978261,'overcast clouds',0.565217,4563
None,0.675822,0,0,0.815217,'broken clouds',0.608696,4458
None,0.697412,0,0,0.815217,'broken clouds',0.652174,4554
None,0.719956,0,0,0.434783,'scattered clouds',0.695652,4547
None,0.731227,0,0,0.01087,'sky is clear',0.73913,4262
None,0.74488,0,0,0.217391,'few clouds',0.782609,3972
None,0.747261,0,0,0.217391,'few clouds',0.826087,3527
None,0.737736,0,0,0.217391,'few clouds',0.869565,3043
None,0.717733,0,0,0.054348,'sky is clear',0.913043,2490
None,0.685982,0,0,0.054348,'sky is clear',0.956522,2051
None,0.657247,0,0,0.01087,'sky is clear',1,1166
None,0.62883,0,0,0.01087,'sky is clear',0,667
None,0.613431,0,0,0.01087,'sky is clear',0.043478,377
None,0.614224,0,0,0.01087,'sky is clear',0.086957,285
None,0.612319,0,0,0.434783,'scattered clouds',0.130435,375
None,0.597079,0,0,0.01087,'sky is clear',0.173913,928
None,0.589617,0,0,0.01087,'sky is clear',0.217391,3021
None,0.571678,0,0,0.01087,'sky is clear',0.26087,5765
None,0.607716,0,0,0.054348,'sky is clear',0.304348,6081
None,0.655025,0,0,0.054348,'sky is clear',0.347826,5546
None,0.696301,0,0,0.054348,'sky is clear',0.391304,5108
None,0.736784,0,0,0.054348,'sky is clear',0.434783,4334
None,0.771075,0,0,0.054348,'sky is clear',0.478261,4489
None,0.794729,0,0,0.217391,'few clouds',0.521739,4741
None,0.815209,0,0,0.434783,'scattered clouds',0.565217,4873
None,0.828862,0,0,0.434783,'scattered clouds',0.608696,5170
None,0.845849,0,0,0.01087,'sky is clear',0.652174,5797
None,0.865058,0,0,0.054348,'sky is clear',0.695652,7024
None,0.88395,0,0,0.434783,'scattered clouds',0.73913,6234
None,0.880298,0,0,0.434783,'scattered clouds',0.782609,4374
None,0.8776,0,0,0.434783,'scattered clouds',0.826087,3279
None,0.864105,0,0,0.434783,'scattered clouds',0.869565,2941
None,0.837752,0,0,0.434783,'scattered clouds',0.913043,2776
None,0.783616,0,0,0.434783,'scattered clouds',0.956522,1871
None,0.765518,0,0,0.01087,'sky is clear',1,1115
None,0.77171,0,0,0.01087,'sky is clear',0,635
None,0.749484,0,0,0.01087,'sky is clear',0.043478,399
None,0.727417,0,0,0.01087,'sky is clear',0.086957,297
None,0.711383,0,0,0.01087,'sky is clear',0.130435,355
None,0.690586,0,0,0.01087,'sky is clear',0.173913,952
None,0.672488,0,0,0.01087,'sky is clear',0.217391,3078
None,0.661216,0,0,0.01087,'sky is clear',0.26087,5970
None,0.655501,0,0,0.054348,'sky is clear',0.304348,5972
None,0.663915,0,0,0.434783,haze,0.347826,5645
None,0.683601,0,0,0.434783,'scattered clouds',0.391304,5046
None,0.70535,0,0,0.217391,'few clouds',0.434783,4592
None,0.732338,0,0,0.217391,'few clouds',0.478261,4778
None,0.755834,0,0,0.217391,'few clouds',0.521739,5256
None,0.774726,0,0,0.054348,'sky is clear',0.565217,5285
None,0.788062,0,0,0.054348,'sky is clear',0.608696,5340
None,0.806477,0,0,0.054348,'sky is clear',0.652174,6102
None,0.819813,0,0,0.01087,'sky is clear',0.695652,7037
None,0.823147,0,0,0.01087,'sky is clear',0.73913,6431
None,0.825369,0,0,0.01087,'sky is clear',0.782609,4582
None,0.822988,0,0,0.434783,'scattered clouds',0.826087,3510
None,0.811875,0,0,0.01087,'sky is clear',0.869565,3012
None,0.785839,0,0,0.01087,'sky is clear',0.913043,2754
None,0.755199,0,0,0.054348,'sky is clear',0.956522,2212
None,0.73599,0,0,0.01087,'sky is clear',1,1227
None,0.723607,0,0,0.01087,'sky is clear',0,663
None,0.714399,0,0,0.01087,'sky is clear',0.043478,415
None,0.714558,0,0,0.01087,'sky is clear',0.086957,318
None,0.708843,0,0,0.01087,'sky is clear',0.130435,362
None,0.719003,0,0,0.01087,'proximity thunderstorm',0.173913,934
None,0.71678,0,0,0.01087,'proximity thunderstorm',0.217391,2980
None,0.695348,0,0,0.978261,'proximity thunderstorm',0.26087,5195
None,0.695348,0,0,0.978261,'heavy intensity rain',0.26087,5195
None,0.671059,0,0,0.978261,'heavy intensity rain',0.304348,6083
None,0.671059,0,0,0.978261,mist,0.304348,6083
None,0.671059,0,0,0.978261,'proximity thunderstorm with rain',0.304348,6083
None,0.673123,0,0,0.434783,'moderate rain',0.347826,5301
None,0.673123,0,0,0.434783,mist,0.347826,5301
None,0.683759,0,0,0.815217,'light rain',0.391304,5324
None,0.694555,0,0,0.978261,'overcast clouds',0.434783,4621
None,0.710589,0,0,0.978261,'overcast clouds',0.478261,4915
None,0.737101,0,0,0.978261,'overcast clouds',0.521739,5098
None,0.753294,0,0,0.815217,'broken clouds',0.565217,4799
None,0.779965,0,0,0.815217,'broken clouds',0.608696,5226
None,0.785045,0,0,0.815217,'broken clouds',0.652174,6264
None,0.799492,0,0,0.01087,'sky is clear',0.695652,6925
None,0.809652,0,0,0.815217,'broken clouds',0.73913,6637
None,0.812827,0,0,0.01087,haze,0.782609,5055
None,0.821718,0,0,0.434783,'scattered clouds',0.826087,3648
None,0.809652,0,0,0.434783,'scattered clouds',0.869565,3157
None,0.783299,0,0,0.434783,'scattered clouds',0.913043,2723
None,0.75377,0,0,0.01087,'sky is clear',0.956522,2224
None,0.730275,0,0,0.01087,'sky is clear',1,1303
None,0.712177,0,0,0.01087,'sky is clear',0,685
None,0.689316,0,0,0.01087,'sky is clear',0.043478,439
None,0.679155,0,0,0.01087,'sky is clear',0.086957,328
None,0.671218,0,0,0.01087,'sky is clear',0.130435,380
None,0.660422,0,0,0.01087,'sky is clear',0.173913,977
None,0.656612,0,0,0.01087,'sky is clear',0.217391,3018
None,0.637244,0,0,0.01087,'sky is clear',0.26087,5885
None,0.642959,0,0,0.815217,'broken clouds',0.304348,6097
None,0.655025,0,0,0.815217,'broken clouds',0.347826,5871
None,0.675822,0,0,0.815217,'broken clouds',0.391304,5136
None,0.700746,0,0,0.815217,'broken clouds',0.434783,4691
None,0.732338,0,0,0.815217,'broken clouds',0.478261,5168
None,0.755199,0,0,0.815217,'broken clouds',0.521739,5220
None,0.774409,0,0,0.815217,'broken clouds',0.565217,5094
None,0.786315,0,0,0.815217,'broken clouds',0.608696,5399
None,0.802826,0,0,0.01087,'sky is clear',0.652174,6202
None,0.811716,0,0,0.01087,'sky is clear',0.695652,6858
None,0.807589,0,0,0.978261,'overcast clouds',0.73913,6286
None,0.794888,0,0,0.01087,'light rain',0.782609,4858
None,0.794888,0,0,0.01087,'light intensity drizzle',0.782609,4858
None,0.788538,0,0,0.01087,'sky is clear',0.826087,3715
None,0.779013,0,0,0.978261,'light rain',0.869565,3222
None,0.767423,0,0,0.978261,'overcast clouds',0.913043,2912
None,0.762026,0,0,0.434783,'proximity thunderstorm',0.956522,2215
None,0.747261,0,0,0.434783,'light intensity drizzle',1,1398
None,0.742975,0,0,0.01087,'light rain',0,800
None,0.734561,0,0,0.434783,'light intensity drizzle',0.043478,480
None,0.734561,0,0,0.434783,'light rain',0.043478,480
None,0.724083,0,0,0.01087,'light rain',0.086957,354
None,0.708684,0,0,0.01087,'light rain',0.130435,364
None,0.700746,0,0,0.434783,'moderate rain',0.173913,884
None,0.700746,0,0,0.434783,drizzle,0.173913,884
None,0.700746,0,0,0.434783,'proximity thunderstorm',0.173913,884
None,0.699635,0,0,0.01087,'moderate rain',0.217391,2793
None,0.699635,0,0,0.815217,'light rain',0.26087,5554
None,0.699635,0,0,0.815217,drizzle,0.26087,5554
None,0.700746,0,0,0.815217,'proximity thunderstorm',0.304348,6584
None,0.700746,0,0,0.815217,'light rain',0.304348,6584
None,0.700746,0,0,0.815217,mist,0.304348,6584
None,0.707573,0,0,0.978261,'light rain',0.347826,5442
None,0.719956,0,0,0.978261,'light rain',0.391304,5011
None,0.719956,0,0,0.978261,'light intensity drizzle',0.391304,5011
None,0.730116,0,0,0.978261,'light intensity drizzle',0.434783,4681
None,0.732497,0,0,0.978261,'overcast clouds',0.478261,4996
None,0.740594,0,0,0.978261,'proximity thunderstorm',0.521739,5415
None,0.754405,0,0,0.815217,'broken clouds',0.565217,5563
None,0.761867,0,0,0.978261,'overcast clouds',0.608696,5936
None,0.761867,0,0,0.978261,'overcast clouds',0.652174,6290
None,0.757422,0,0,0.978261,'light intensity drizzle',0.695652,6727
None,0.76536,0,0,0.978261,'moderate rain',0.73913,5865
None,0.769963,0,0,0.815217,'broken clouds',0.782609,4959
None,0.772821,0,0,0.815217,'broken clouds',0.826087,3792
None,0.766312,0,0,0.815217,'broken clouds',0.869565,3251
None,0.750754,0,0,0.815217,'broken clouds',0.913043,3050
None,0.74234,0,0,0.434783,'scattered clouds',0.956522,3360
None,0.727735,0,0,0.815217,'broken clouds',1,2903
None,0.713288,0,0,0.01087,'sky is clear',0,1511
None,0.70535,0,0,0.01087,'sky is clear',0.043478,1110
None,0.698524,0,0,0.01087,'sky is clear',0.086957,866
None,0.694396,0,0,0.815217,'broken clouds',0.130435,614
None,0.694713,0,0,0.01087,'sky is clear',0.173913,517
None,0.687252,0,0,0.01087,'sky is clear',0.217391,795
None,0.691697,0,0,0.978261,'proximity thunderstorm',0.26087,1398
None,0.696142,0,0,0.434783,'thunderstorm with light rain',0.304348,2172
None,0.704239,0,0,0.978261,'light rain',0.347826,2686
None,0.725671,0,0,0.978261,'proximity thunderstorm',0.391304,3367
None,0.73472,0,0,0.978261,'proximity thunderstorm',0.434783,3684
None,0.73472,0,0,0.978261,'light rain',0.434783,3684
None,0.73472,0,0,0.978261,mist,0.434783,3684
None,0.740435,0,0,0.978261,'light rain',0.478261,4085
None,0.740435,0,0,0.978261,'thunderstorm with light rain',0.478261,4085
None,0.740435,0,0,0.978261,mist,0.478261,4085
None,0.740435,0,0,0.978261,'light intensity drizzle',0.478261,4085
None,0.739482,0,0,0.815217,'proximity thunderstorm',0.521739,4257
None,0.739482,0,0,0.815217,'moderate rain',0.521739,4257
None,0.739482,0,0,0.815217,mist,0.521739,4257
None,0.739482,0,0,0.815217,'light intensity drizzle',0.521739,4257
None,0.73599,0,0,0.978261,'light rain',0.565217,4186
None,0.73599,0,0,0.978261,mist,0.565217,4186
None,0.73599,0,0,0.978261,'proximity thunderstorm',0.565217,4186
None,0.73472,0,0,0.978261,'light rain',0.608696,4196
None,0.73472,0,0,0.978261,mist,0.608696,4196
None,0.73472,0,0,0.978261,'proximity thunderstorm with rain',0.608696,4196
None,0.737736,0,0,0.978261,'moderate rain',0.652174,3957
None,0.737736,0,0,0.978261,mist,0.652174,3957
None,0.737736,0,0,0.978261,'thunderstorm with heavy rain',0.652174,3957
None,0.741546,0,0,0.978261,'proximity shower rain',0.695652,3940
None,0.741546,0,0,0.978261,mist,0.695652,3940
None,0.741546,0,0,0.978261,'proximity thunderstorm',0.695652,3940
None,0.753453,0,0,0.434783,'proximity shower rain',0.73913,3589
None,0.753453,0,0,0.434783,mist,0.73913,3589
None,0.754088,0,0,0.978261,'light rain',0.782609,3571
None,0.754088,0,0,0.978261,mist,0.782609,3571
None,0.754088,0,0,0.978261,'light intensity drizzle',0.782609,3571
None,0.762184,0,0,0.815217,'light rain',0.826087,3128
None,0.763137,0,0,0.815217,'light rain',0.869565,2782
None,0.757581,0,0,0.815217,'broken clouds',0.913043,2835
None,0.749325,0,0,0.815217,'broken clouds',0.956522,2863
None,0.740911,0,0,0.01087,'sky is clear',1,1928
None,0.744086,0,0,0.01087,'sky is clear',0,1226
None,0.737736,0,0,0.01087,'sky is clear',0.043478,777
None,0.726147,0,0,0.01087,'sky is clear',0.086957,570
None,0.713129,0,0,0.978261,'overcast clouds',0.130435,350
None,0.707096,0,0,0.434783,'scattered clouds',0.173913,293
None,0.701699,0,0,0.01087,'sky is clear',0.217391,427
None,0.691062,0,0,0.01087,'sky is clear',0.26087,808
None,0.691062,0,0,0.434783,'scattered clouds',0.304348,1012
None,0.70535,0,0,0.434783,'scattered clouds',0.347826,1617
None,0.714399,0,0,0.815217,'broken clouds',0.391304,2417
None,0.729163,0,0,0.978261,'overcast clouds',0.434783,3075
None,0.7398,0,0,0.815217,'broken clouds',0.478261,3656
None,0.745039,0,0,0.978261,'overcast clouds',0.521739,3993
None,0.748373,0,0,0.978261,'overcast clouds',0.565217,3888
None,0.753453,0,0,0.978261,'overcast clouds',0.608696,4125
None,0.759962,0,0,0.815217,'broken clouds',0.652174,4062
None,0.777901,0,0,0.815217,'broken clouds',0.695652,3901
None,0.786315,0,0,0.815217,'broken clouds',0.73913,3584
None,0.792666,0,0,0.815217,'broken clouds',0.782609,3477
None,0.789173,0,0,0.815217,'broken clouds',0.826087,3010
None,0.783299,0,0,0.815217,'broken clouds',0.869565,2979
None,0.773774,0,0,0.815217,'broken clouds',0.913043,2353
None,0.767582,0,0,0.815217,'broken clouds',0.956522,1834
None,0.76409,0,0,0.978261,'overcast clouds',1,1101
None,0.751389,0,0,0.978261,'overcast clouds',0,642
None,0.736625,0,0,0.978261,'overcast clouds',0.043478,396
None,0.718686,0,0,0.01087,'sky is clear',0.086957,291
None,0.708684,0,0,0.01087,'sky is clear',0.130435,310
None,0.69392,0,0,0.01087,'sky is clear',0.173913,873
None,0.689475,0,0,0.434783,'scattered clouds',0.217391,2947
None,0.688046,0,0,0.815217,'broken clouds',0.26087,5476
None,0.694396,0,0,0.978261,'overcast clouds',0.304348,6336
None,0.699635,0,0,0.978261,'overcast clouds',0.347826,5676
None,0.710113,0,0,0.978261,'overcast clouds',0.391304,4588
None,0.720749,0,0,0.978261,'thunderstorm with rain',0.434783,4270
None,0.722813,0,0,0.978261,'proximity thunderstorm',0.478261,4435
None,0.723766,0,0,0.815217,'proximity thunderstorm',0.521739,4763
None,0.723766,0,0,0.815217,'moderate rain',0.521739,4763
None,0.740911,0,0,0.978261,'light rain',0.565217,4658
None,0.760756,0,0,0.978261,'moderate rain',0.608696,4923
None,0.757581,0,0,0.978261,'light rain',0.652174,5691
None,0.755676,0,0,0.978261,'light rain',0.695652,6556
None,0.753612,0,0,0.978261,'moderate rain',0.73913,5922
None,0.738054,0,0,0.978261,'moderate rain',0.782609,4512
None,0.738054,0,0,0.978261,mist,0.782609,4512
None,0.738054,0,0,0.978261,'thunderstorm with rain',0.782609,4512
None,0.735672,0,0,0.978261,'moderate rain',0.826087,3078
None,0.735672,0,0,0.978261,'light intensity drizzle',0.826087,3078
None,0.736625,0,0,0.815217,'moderate rain',0.869565,2611
None,0.747261,0,0,0.978261,'moderate rain',0.913043,2240
None,0.747261,0,0,0.434783,'light intensity drizzle',0.956522,1861
None,0.732497,0,0,0.815217,'broken clouds',1,1109
None,0.729322,0,0,0.434783,'scattered clouds',0,621
None,0.721861,0,0,0.978261,'overcast clouds',0.043478,396
None,0.716622,0,0,0.434783,'scattered clouds',0.086957,314
None,0.718527,0,0,0.434783,'light intensity drizzle',0.130435,362
None,0.718527,0,0,0.434783,'proximity thunderstorm',0.130435,362
None,0.70916,0,0,0.434783,drizzle,0.173913,912
None,0.714399,0,0,0.978261,mist,0.217391,3013
None,0.714399,0,0,0.978261,mist,0.26087,5905
None,0.714399,0,0,0.054348,mist,0.304348,6283
None,0.730116,0,0,0.434783,mist,0.347826,5656
None,0.74488,0,0,0.978261,mist,0.391304,4948
None,0.757422,0,0,0.978261,mist,0.434783,4574
None,0.771075,0,0,0.978261,'overcast clouds',0.478261,4531
None,0.777901,0,0,0.978261,'overcast clouds',0.521739,4911
None,0.780124,0,0,0.978261,'overcast clouds',0.565217,4777
None,0.794888,0,0,0.978261,'overcast clouds',0.608696,5185
None,0.802826,0,0,0.434783,'scattered clouds',0.652174,6092
None,0.810764,0,0,0.434783,'scattered clouds',0.695652,6777
None,0.813939,0,0,0.815217,'broken clouds',0.73913,6366
None,0.817114,0,0,0.815217,'broken clouds',0.782609,4701
None,0.803461,0,0,0.815217,'heavy intensity rain',0.826087,3235
None,0.793618,0,0,0.815217,'light rain',0.869565,2975
None,0.777901,0,0,0.815217,'broken clouds',0.913043,2990
None,0.765518,0,0,0.815217,'broken clouds',0.956522,2332
None,0.747261,0,0,0.815217,'broken clouds',1,1250
None,0.724559,0,0,0.01087,'sky is clear',0,684
None,0.69646,0,0,0.01087,'sky is clear',0.043478,439
None,0.675822,0,0,0.01087,'sky is clear',0.086957,328
None,0.659946,0,0,0.01087,'sky is clear',0.130435,387
None,0.640737,0,0,0.01087,'sky is clear',0.173913,922
None,0.636291,0,0,0.01087,'sky is clear',0.217391,3022
None,0.625972,0,0,0.01087,'sky is clear',0.26087,5767
None,0.643435,0,0,0.054348,'sky is clear',0.304348,6127
None,0.678362,0,0,0.054348,'sky is clear',0.347826,5664
None,0.717733,0,0,0.054348,'sky is clear',0.391304,5157
None,0.747261,0,0,0.01087,'sky is clear',0.434783,4579
None,0.777901,0,0,0.054348,'sky is clear',0.478261,4687
None,0.792666,0,0,0.054348,haze,0.521739,5110
None,0.80616,0,0,0.01087,'sky is clear',0.565217,4998
None,0.809652,0,0,0.01087,'sky is clear',0.608696,5227
None,0.820289,0,0,0.01087,'sky is clear',0.652174,6188
None,0.822353,0,0,0.01087,'sky is clear',0.695652,6781
None,0.824417,0,0,0.434783,'scattered clouds',0.73913,5644
None,0.824258,0,0,0.434783,'scattered clouds',0.782609,4617
None,0.812986,0,0,0.434783,'scattered clouds',0.826087,3560
None,0.797111,0,0,0.01087,'sky is clear',0.869565,3277
None,0.765518,0,0,0.815217,'broken clouds',0.913043,2777
None,0.732656,0,0,0.01087,'sky is clear',0.956522,2123
None,0.716622,0,0,0.01087,'light rain',1,1283
None,0.703921,0,0,0.01087,'sky is clear',0,724
None,0.701699,0,0,0.434783,'light rain',0.043478,424
None,0.702969,0,0,0.815217,'broken clouds',0.086957,308
None,0.710748,0,0,0.434783,'scattered clouds',0.130435,368
None,0.70535,0,0,0.434783,'scattered clouds',0.173913,928
None,0.691221,0,0,0.01087,'light rain',0.217391,3013
None,0.676933,0,0,0.01087,'sky is clear',0.26087,5824
None,0.69011,0,0,0.434783,'scattered clouds',0.304348,6438
None,0.726782,0,0,0.815217,'broken clouds',0.347826,5778
None,0.74615,0,0,0.815217,'broken clouds',0.391304,4983
None,0.763137,0,0,0.815217,'broken clouds',0.434783,4510
None,0.779965,0,0,0.815217,'broken clouds',0.478261,4810
None,0.796952,0,0,0.815217,'broken clouds',0.521739,5062
None,0.813939,0,0,0.01087,'sky is clear',0.565217,5018
None,0.824417,0,0,0.01087,'sky is clear',0.608696,5434
None,0.836164,0,0,0.01087,'sky is clear',0.652174,6192
None,0.840292,0,0,0.815217,'broken clouds',0.695652,6890
None,0.841403,0,0,0.815217,'broken clouds',0.73913,6049
None,0.836164,0,0,0.01087,'sky is clear',0.782609,4819
None,0.822512,0,0,0.01087,'proximity thunderstorm',0.826087,3709
None,0.806636,0,0,0.815217,'broken clouds',0.869565,3274
None,0.797111,0,0,0.01087,'light rain',0.913043,2922
None,0.787585,0,0,0.815217,'light rain',0.956522,2284
None,0.770122,0,0,0.434783,'scattered clouds',1,1388
None,0.760597,0,0,0.01087,'sky is clear',0,830
None,0.748373,0,0,0.01087,'sky is clear',0.043478,500
None,0.740435,0,0,0.01087,'sky is clear',0.086957,358
None,0.73599,0,0,0.01087,'sky is clear',0.130435,384
None,0.732338,0,0,0.01087,'sky is clear',0.173913,866
None,0.738212,0,0,0.01087,'sky is clear',0.217391,2843
None,0.73345,0,0,0.01087,'sky is clear',0.26087,5432
None,0.747261,0,0,0.01087,'sky is clear',0.304348,6361
None,0.766312,0,0,0.815217,'broken clouds',0.347826,5671
None,0.792824,0,0,0.01087,'sky is clear',0.391304,4977
None,0.822353,0,0,0.815217,'broken clouds',0.434783,4801
None,0.849182,0,0,0.815217,'broken clouds',0.478261,5025
